Ingredient_ID,Ingredient_Name,Ingredient_Lower,Category,Subcategory,Is_Vegetarian,Is_Vegan,Is_Gluten_Free,Common_Usage,Shelf_Life,Storage_Type,Typical_Unit,Hindi_Name,Regional_Names,Nutrition_Highlight,Allergen_Info,Season_Available,Price_Range,Substitutes,Common_Pairings,Cooking_Method,Taste_Profile,Notes,Cuisine_Origin
ING_0999,Beef Chuck,beef chuck,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1000,Beef Shank,beef shank,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1001,Beef Liver,beef liver,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1002,Beef Tongue,beef tongue,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1003,Pork,pork,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1004,Pork Chops,pork chops,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1005,Pork Shoulder,pork shoulder,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1006,Pork Belly,pork belly,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1007,Bacon,bacon,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1008,Ham,ham,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1009,Pork Ribs,pork ribs,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1010,Ground Pork,ground pork,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1011,Pork Sausage,pork sausage,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1012,Pork Loin,pork loin,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1013,Venison,venison,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1014,Deer Meat,deer meat,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1015,Rabbit,rabbit,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1016,Quail,quail,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1017,Duck,duck,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1018,Turkey,turkey,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1019,Guinea Fowl,guinea fowl,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1020,Pigeon,pigeon,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1021,Wild Boar,wild boar,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1022,Buffalo Meat,buffalo meat,Meat & Poultry,,No,No,Yes,Used in Indian meat & poultry,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Meat & Poultry category,Indian
ING_1023,Salmon,salmon,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1024,Tuna,tuna,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1025,Cod,cod,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1026,Haddock,haddock,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1027,Mackerel,mackerel,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1028,Sardines,sardines,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1029,Anchovies,anchovies,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1030,Herring,herring,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1031,Trout,trout,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1032,Sea Bass,sea bass,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1033,Snapper,snapper,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1034,Grouper,grouper,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1035,Mahi Mahi,mahi mahi,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1036,Pomfret,pomfret,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1037,Hilsa,hilsa,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1038,Rohu,rohu,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1039,Katla,katla,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1040,Surmai,surmai,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1041,Kingfish,kingfish,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1042,Rawas,rawas,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1043,Bangda,bangda,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1044,Bombay Duck,bombay duck,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1045,Bombil,bombil,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1046,Tilapia,tilapia,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1047,Basa,basa,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1048,Pangasius,pangasius,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1049,Barramundi,barramundi,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1050,Seer Fish,seer fish,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1051,Shark,shark,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1052,Ribbon Fish,ribbon fish,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1053,Prawns,prawns,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1054,Shrimp,shrimp,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1055,Tiger Prawns,tiger prawns,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1056,Jumbo Prawns,jumbo prawns,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1057,Crab,crab,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1058,Mud Crab,mud crab,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1059,Blue Crab,blue crab,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1060,Lobster,lobster,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1061,Rock Lobster,rock lobster,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1062,Crayfish,crayfish,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1063,Langoustine,langoustine,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1064,Scampi,scampi,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1065,Mantis Shrimp,mantis shrimp,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1066,Barnacles,barnacles,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1067,Krill,krill,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1068,Mussels,mussels,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1069,Clams,clams,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1070,Oysters,oysters,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1071,Scallops,scallops,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1072,Squid,squid,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1073,Calamari,calamari,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1074,Octopus,octopus,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1075,Cuttlefish,cuttlefish,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1076,Conch,conch,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1077,Periwinkle,periwinkle,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1078,Whelk,whelk,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1079,Abalone,abalone,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1080,Sea Snails,sea snails,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1081,Cockles,cockles,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1082,Razor Clams,razor clams,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1083,Sea Urchin,sea urchin,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1084,Sea Cucumber,sea cucumber,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1085,Jellyfish,jellyfish,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1086,Seaweed,seaweed,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1087,Nori,nori,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1088,Kombu,kombu,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1089,Wakame,wakame,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1090,Dulse,dulse,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1091,Kelp,kelp,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1092,Sea Lettuce,sea lettuce,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1093,Fish Roe,fish roe,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1094,Caviar,caviar,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1095,Fish Eggs,fish eggs,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1096,Tobiko,tobiko,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1097,Masago,masago,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1098,Ikura,ikura,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1099,Bottarga,bottarga,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1100,Dried Fish,dried fish,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1101,Fish Sauce Base,fish sauce base,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1102,Dried Shrimp,dried shrimp,Seafood,,No,No,Yes,Used in Indian seafood,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Seafood category,Indian
ING_1103,Vegetable Oil,vegetable oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1104,Canola Oil,canola oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1105,Sunflower Oil,sunflower oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1106,Refined Sunflower Oil,refined sunflower oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1107,Safflower Oil,safflower oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1108,Corn Oil,corn oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1109,Soybean Oil,soybean oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1110,Cottonseed Oil,cottonseed oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1111,Rice Bran Oil,rice bran oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1112,Peanut Oil,peanut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1113,Groundnut Oil,groundnut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1114,Sesame Oil,sesame oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1115,Til Oil,til oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1116,Mustard Oil,mustard oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1117,Sarson Ka Tel,sarson ka tel,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1118,Coconut Oil,coconut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1119,Extra Virgin Coconut Oil,extra virgin coconut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1120,Refined Coconut Oil,refined coconut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1121,Palm Oil,palm oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1122,Red Palm Oil,red palm oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1123,Avocado Oil,avocado oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1124,Grapeseed Oil,grapeseed oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1125,Walnut Oil,walnut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1126,Almond Oil,almond oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1127,Hazelnut Oil,hazelnut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1128,Olive Oil,olive oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1129,Extra Virgin Olive Oil,extra virgin olive oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1130,Virgin Olive Oil,virgin olive oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1131,Light Olive Oil,light olive oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1132,Pomace Olive Oil,pomace olive oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1133,Flaxseed Oil,flaxseed oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1134,Linseed Oil,linseed oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1135,Hemp Oil,hemp oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1136,Pumpkin Seed Oil,pumpkin seed oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1137,Pine Nut Oil,pine nut oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1138,Macadamia Oil,macadamia oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1139,Argan Oil,argan oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1140,Truffle Oil,truffle oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1141,Chili Oil,chili oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1142,Garlic Oil,garlic oil,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1143,Ghee,ghee,Oils & Fats,,Yes,No,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1144,Clarified Butter,clarified butter,Oils & Fats,,Yes,No,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1145,Butter,butter,Oils & Fats,,Yes,No,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1146,Lard,lard,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
ING_1147,Tallow,tallow,Oils & Fats,,Yes,Yes,Yes,Used in Indian oils & fats,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Oils & Fats category,Indian
